molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50
CHEMBL101679,CDK2,6000.0,nM,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,5.221848749616356
CHEMBL101557,CDK4,6000.0,nM,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(C(F)(F)F)ccc3F)ncn2)cc1,5.221848749616356
CHEMBL3980597,CDK2,6010.0,nM,CCC(C)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,5.221125527997261
CHEMBL3910976,CDK2,6100.0,nM,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C[C@@H]1C,5.214670164989233
CHEMBL490241,CDK2,6100.0,nM,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)ccn1,5.214670164989233
CHEMBL4094627,CDK9,6100.0,nM,Cn1c(-c2ccc(N3CCNCC3)cc2)cc2c(C#N)ccnc21,5.214670164989233
CHEMBL5401897,CDK2,6100.0,nM,O=C(O)c1ccc([N+](=O)[O-])cc1NCCc1c[nH]c2ccccc12,5.214670164989233
CHEMBL480392,CDK2,6100.0,nM,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6cccc(N)c6)ccc45)nc23)CC1,5.214670164989233
CHEMBL133498,CDK4,6150.0,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,5.211124884224583
CHEMBL318208,CDK1,6200.0,nM,Cn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,5.207608310501746
CHEMBL1922123,CDK1,6200.0,nM,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,5.207608310501746
CHEMBL233454,CDK1,6200.0,nM,N#Cc1cnc(Nc2ccc(CN3CCCC3)cc2)nc1-c1ccccc1,5.207608310501746
CHEMBL1922219,CDK6,6200.0,nM,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,5.207608310501746
CHEMBL40326,CDK4,6300.0,nM,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(F)cc1)C2=O,5.200659450546418
CHEMBL488271,CDK2,6300.0,nM,CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,5.200659450546418
CHEMBL5598054,CDK2,6303.0,nM,N#CC1(CNc2cccc(-c3cc(Nc4cnn(Cc5ccc(C(=O)NO)cc5)c4)ncc3Cl)n2)CCOCC1,5.200452692874385
CHEMBL4635959,CDK9,6320.0,nM,Cc1cc(NC2CCN(C(=O)O[C@H]3CCN(C(=O)/C=C/CN(C)C)C3)CC2)n2ncc(C(C)C)c2n1,5.199282921717614
CHEMBL560075,CDK1,6330.0,nM,C[C@@H]1CNc2c(sc3ccc4nc(-c5cccnc5)ccc4c23)C(=O)N1,5.198596289982644
CHEMBL3929399,CDK2,6350.0,nM,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,5.197226274708024
CHEMBL317539,CDK1,6400.0,nM,COC(=O)CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21,5.1938200260161125
CHEMBL2163606,CDK2,6400.0,nM,Cc1c(N[C@H]2CC[C@H](N)CC2)nc2ccnn2c1Nc1ccccc1Cl,5.1938200260161125
CHEMBL3691626,CDK1,6483.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@@H]5CNC[C@@H]5CC4=O)cn3)nc2n1C1CCCCCC1,5.188223978397096
CHEMBL5597651,CDK2,6488.0,nM,COc1cc(F)ccc1-c1cc(Nc2cnn(CCCCCCC(=O)NO)c2)ncc1F,5.1878891587969
CHEMBL256057,CDK2,6500.0,nM,Nc1c(S(=O)(=O)[O-])cc(Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O.[Na+],5.187086643357144
CHEMBL233455,CDK1,6500.0,nM,N#Cc1cnc(Nc2ccc(CCN3CCCC3)cc2)nc1-c1ccccc1,5.187086643357144
CHEMBL440717,CDK1,6500.0,nM,CC(C)n1cnc2c(NCc3ccccc3)nc(NCC(O)c3ccccc3)nc21,5.187086643357144
CHEMBL2011945,CDK2,6520.0,nM,COc1ccc(F)cc1-c1nc2c(NCCCNC(=O)C3CCC3)c(Br)cnc2[nH]1,5.185752404268079
CHEMBL3655775,CDK9,6530.0,nM,CC(C)n1cnc2c(NCc3cccnc3)nc(NC[C@@H](C)O)nc21,5.185086818724926
CHEMBL112050,CDK2,6590.0,nM,CN1CCC(c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4)oc23)C(O)C1,5.18111458540599
CHEMBL3663763,CDK9,6600.0,nM,COc1ccc(N)nc1-c1ccnc2[nH]c(C3CCNCC3)cc12,5.180456064458131
CHEMBL5404588,CDK2,6600.0,nM,Cc1ccc(S(=O)(=O)Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)cc1.[Na+],5.180456064458131
CHEMBL489432,CDK2,6600.0,nM,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(F)cc32)cc1O,5.180456064458131
CHEMBL503236,CDK2,6600.0,nM,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,5.180456064458131
CHEMBL491677,CDK4,6600.0,nM,COc1cc2ncnc(Nc3ccc(N4Cc5ccccc5C4)cc3)c2cc1OC,5.180456064458131
CHEMBL4107086,CDK2,6620.0,nM,CC(C)C[C@@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)nc3n21,5.1791420105603
CHEMBL245935,CDK2,6652.0,nM,CC1CCN(NC(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,5.177047759452519
CHEMBL6030558,CDK9,6700.0,nM,O=C(Nc1cc(-c2ccc3ncn(CC4CCOCC4)c3c2)c(Cl)cn1)C(c1ccco1)N1CCNCC1,5.173925197299173
CHEMBL502651,CDK2,6700.0,nM,Nc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O,5.173925197299173
CHEMBL3964783,CDK2,6700.0,nM,O=c1c(O)cccc2ccc(O)c(O)c12,5.173925197299173
CHEMBL4206957,CDK2,6700.0,nM,CN1CCN(CCCCOc2c(OCc3ccc(C#N)cc3)cc(O)c3c(=O)cc(-c4ccccc4)oc23)CC1,5.173925197299173
CHEMBL142788,CDK4,6700.0,nM,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(Br)cc1)C2=O,5.173925197299173
CHEMBL140584,CDK4,6700.0,nM,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(O)cc1)C2=O,5.173925197299173
CHEMBL549959,CDK1,6700.0,nM,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,5.173925197299173
CHEMBL307145,CDK2,6800.0,nM,Oc1cccc(O)c1O,5.167491087293763
CHEMBL5773323,CDK9,6800.0,nM,COCc1cn(CC2CCOCC2)c2cc(-c3cc(NC(=O)[C@@H]4CCCNC4)ncc3Cl)cnc12,5.167491087293763
CHEMBL540752,CDK2,6800.0,nM,Cc1nnc2sc(S)nn12,5.167491087293763
CHEMBL474724,CDK2,6800.0,nM,CCNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5.167491087293763
CHEMBL1922219,CDK4,6800.0,nM,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,5.167491087293763
CHEMBL2035184,CDK2,6800.0,nM,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1,5.167491087293763
CHEMBL201511,CDK2,6900.0,nM,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,5.161150909262744
CHEMBL3663747,CDK9,6900.0,nM,COc1ccc(N)nc1-c1ccnc2[nH]c(C3CCCNC3)cc12,5.161150909262744
CHEMBL3963064,CDK2,6900.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,5.161150909262744
CHEMBL489430,CDK2,6900.0,nM,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccccc32)cc1O,5.161150909262744
CHEMBL269881,CDK1,7000.0,nM,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1,5.154901959985743
CHEMBL103633,CDK2,7000.0,nM,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3Br)n2)cc1,5.154901959985743
CHEMBL2035185,CDK2,7000.0,nM,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,5.154901959985743
CHEMBL430574,CDK1,7000.0,nM,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,5.154901959985743
CHEMBL448853,CDK2,7000.0,nM,Clc1cncc(Nc2ccccc2)n1,5.154901959985743
CHEMBL1933345,CDK2,7000.0,nM,Oc1ccc(-c2nc(Nc3cccc(Cl)c3)nc3[nH]cnc23)cc1,5.154901959985743
CHEMBL6192843,CDK2,7000.0,nM,CN(C)C(=O)c1cccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)c1,5.154901959985743
CHEMBL101019,CDK2,7000.0,nM,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3F)n2)cc1,5.154901959985743
CHEMBL38694,CDK4,7000.0,nM,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(Cl)cc1)C2=O,5.154901959985743
CHEMBL1956071,CDK2,7000.0,nM,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,5.154901959985743
CHEMBL3691547,CDK1,7065.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCCCC1,5.150887833815423
CHEMBL414949,CDK2,7100.0,nM,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCCC3=O)cc12,5.1487416512809245
CHEMBL2158866,CDK2,7100.0,nM,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,5.1487416512809245
CHEMBL3691552,CDK1,7101.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CNC(C5)C4)cn3)nc2n1C1CCCC1,5.148680487351255
CHEMBL4781334,CDK9,7140.0,nM,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(CNCc4ncc(C(C)(C)C)o4)s3)C2)cc1,5.146301788223825
CHEMBL2409175,CDK2,7200.0,nM,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,5.142667503568731
CHEMBL338617,CDK1,7200.0,nM,COc1ccccc1CNc1nc(I)nc2c1ncn2C(C)C,5.142667503568731
CHEMBL4797288,CDK9,7280.0,nM,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4cncnc4)s3)C2)cc1,5.137868620686962
CHEMBL4114427,CDK2,7300.0,nM,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)C[C@H]1C,5.136677139879544
CHEMBL2111870,CDK1,7300.0,nM,CC(C)n1cnc2c(NCc3ccccc3)nc(N[C@H](CO)Cc3ccccc3)nc21,5.136677139879544
CHEMBL3655776,CDK9,7400.0,nM,CC(C)n1cnc2c(NCc3cccnc3)nc(NCC(O)C(F)(F)F)nc21,5.130768280269024
CHEMBL121796,CDK1,7400.0,nM,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,5.130768280269024
CHEMBL203573,CDK2,7400.0,nM,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](O)CC3)nc3ncnn23)cc1,5.130768280269024
CHEMBL4454044,CDK9,7450.0,nM,CC(C)c1cnn2c(NCc3ccccc3N(C)C)nc(OC3CCN(C)CC3)nc12,5.127843727251707
CHEMBL272171,CDK2,7500.0,nM,NC(=O)c1c(NC(=O)CN2C(=O)CCC2=O)sc2c1CCC2,5.1249387366083
CHEMBL1922123,CDK4,7500.0,nM,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,5.1249387366083
CHEMBL1928705,CDK1,7500.0,nM,C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,5.1249387366083
CHEMBL1800219,CDK1,7500.0,nM,Nc1nccc(-c2cc(N3CCS(=O)(=O)CC3)ccc2O)n1,5.1249387366083
CHEMBL514499,CDK2,7600.0,nM,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,5.119186407719209
CHEMBL3985649,CDK2,7610.0,nM,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1C,5.118615343229427
CHEMBL488270,CDK2,7700.0,nM,O=C1C2=C(C(=O)N1CCCSC1=NCCN1)n1ccc3cccc(c31)C1Cc3ccccc3N21,5.113509274827518
CHEMBL487531,CDK2,7700.0,nM,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1,5.113509274827518
CHEMBL5597436,CDK2,7800.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(S(=O)(=O)N(C)C)cc3Cl)cc2[nH]1,5.107905397309519
CHEMBL5596733,CDK9,7886.0,nM,O=C(/C=C/c1ccc(Nc2ncc(Cl)c(OC3CCCCC3)n2)cc1)NO,5.1031432272627955
CHEMBL3655766,CDK9,7890.0,nM,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(CC3CC3)c2n1)[C@@H](C)O,5.10292299679058
CHEMBL5930405,CDK9,7900.0,nM,O=C(Nc1cc(-c2ccc3ncn(CC4CCOCC4)c3c2)c(Cl)cn1)C1CNC1,5.102372908709558
CHEMBL5598262,CDK2,7900.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(-c4cnn(C)c4)cc3Cl)cc2[nH]1,5.102372908709558
CHEMBL549915,CDK1,7920.0,nM,Cc1ccncc1-c1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,5.101274818410507
CHEMBL1800217,CDK1,7940.0,nM,CCC1CCN(c2ccc(O)c(-c3ccnc(N)n3)c2)CC1,5.100179497572904
CHEMBL133533,CDK1,8000.0,nM,CC(C)n1cnc2c(NCc3ccccc3)nc(I)nc21,5.096910013008056
CHEMBL130681,CDK1,8000.0,nM,OCCNc1nc(NCc2ccccc2)c2ncn(CCO)c2n1,5.096910013008056
CHEMBL101473,CDK2,8000.0,nM,Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,5.096910013008056
CHEMBL366861,CDK2,8000.0,nM,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)/C=C/C(=O)O)c(O)c(C(=O)O)c(C)c1O2,5.096910013008056
CHEMBL3654239,CDK2,8000.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCCNCC4)cn3)nc2n1C1CCCC1,5.096910013008056
CHEMBL5400738,CDK2,8000.0,nM,O=C(O)c1cc(Cl)ccc1NCCc1c[nH]c2ccccc12,5.096910013008056
CHEMBL86066,CDK2,8000.0,nM,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21,5.096910013008056
CHEMBL99647,CDK4,8000.0,nM,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3Cl)ncn2)cc1,5.096910013008056
CHEMBL100645,CDK1,8000.0,nM,CCC(CO)Nc1nc(NCc2ccccc2)c2nc(C)n(C(C)C)c2n1,5.096910013008056
CHEMBL418793,CDK4,8000.0,nM,Cc1ccccc1Nc1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1,5.096910013008056
CHEMBL100979,CDK4,8000.0,nM,Cc1nc2ccccn2c1-c1ccnc(N)n1,5.096910013008056
CHEMBL368786,CDK1,8080.0,nM,OCCCNc1ncc(-c2cncc(Nc3cccc(Cl)c3)n2)s1,5.092588639225414
CHEMBL488548,CDK2,8100.0,nM,CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,5.0915149811213505
CHEMBL5191333,CDK2,8100.0,nM,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCC(NC(C)=O)C3)nc12,5.0915149811213505
CHEMBL461140,CDK2,8200.0,nM,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,5.086186147616283
CHEMBL2334965,CDK2,8200.0,nM,Nc1nccc(-n2ccc3ccc(Br)cc32)n1,5.086186147616283
CHEMBL16484,CDK4,8300.0,nM,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccnc3)cc12,5.080921907623926
CHEMBL3658034,CDK2,8300.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4cc(C#N)n(C5CCCC5)c4n3)nc2)CC1,5.080921907623926
CHEMBL477877,CDK2,8400.0,nM,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccco2)c(O)c1,5.075720713938118
CHEMBL3691556,CDK1,8439.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC(C4)N(C)C5)cn3)nc2n1C1CCCC1,5.073709013115137
CHEMBL365355,CDK2,8500.0,nM,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCN(C)C2=O)cc1,5.070581074285707
CHEMBL2035056,CDK2,8600.0,nM,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(o1)-c1ccnc(n1)N2,5.065501548756432
CHEMBL308848,CDK2,8800.0,nM,Cc1nc2ccccn2c1-c1ccnc(Nc2ccccc2Cl)n1,5.055517327849831
CHEMBL412142,CDK1,8800.0,nM,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,5.055517327849831
CHEMBL203006,CDK1,8800.0,nM,Brc1cccc(-c2cc(NCc3ccncc3)n3ncnc3n2)c1,5.055517327849831
CHEMBL5073869,CDK9,8835.0,nM,Cc1oc2ccc(-c3cc(N)nc(N)c3)cc2c1C,5.053793446157217
CHEMBL5597702,CDK2,8853.0,nM,COc1cc(F)ccc1-c1cc(Nc2cnn(CCCCCC(=O)NO)c2)ncc1F,5.052909535780378
CHEMBL5427192,CDK2,8900.0,nM,O=C(O)c1cc(OC(F)F)ccc1NCCc1c[nH]c2ccccc12,5.050609993355087
CHEMBL3109954,CDK2,8900.0,nM,CCOc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1,5.050609993355087
CHEMBL99842,CDK4,8900.0,nM,CC(=O)Nc1nccc(-c2c(C)nc3ccccn23)n1,5.050609993355087
CHEMBL5598550,CDK2,8970.0,nM,N#CC1(CNc2cccc(-c3cc(Nc4cnn(CCCCCCC(=O)NO)c4)ncc3Cl)n2)CCOCC1,5.047207556955907
CHEMBL603097,CDK4,9000.0,nM,COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,5.045757490560675
CHEMBL387829,CDK1,9000.0,nM,COc1cc(Nc2ncc(C#N)c(-c3ccccc3)n2)ccc1CN1CCCC1,5.045757490560675
CHEMBL461739,CDK1,9000.0,nM,CC(C)n1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,5.045757490560675
CHEMBL119982,CDK1,9000.0,nM,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,5.045757490560675
CHEMBL101558,CDK4,9000.0,nM,CN(C)CC(O)COc1ccc(Nc2cc(Nc3c(F)cccc3F)ncn2)cc1,5.045757490560675
CHEMBL5188909,CDK9,9090.0,nM,CC(C)n1cnc2c(NCc3nc4ccc(F)c(F)c4[nH]3)nc(N3CCCC[C@H]3CCO)nc21,5.041436116778033
CHEMBL487738,CDK2,9100.0,nM,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1,5.040958607678906
CHEMBL5404411,CDK1,9103.0,nM,COc1ccc(Cc2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)cc1,5.040815457268808
CHEMBL6160366,CDK1,9139.0,nM,Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2c(=O)n(C)c(C)cc21,5.039101322673339
CHEMBL3691648,CDK1,9170.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CC4CN5)cn3)nc2n1C1CCCC1,5.0376306643299795
CHEMBL233765,CDK2,9300.0,nM,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(C(N)=O)cc3)o2)S1,5.031517051446064
CHEMBL5401470,CDK2,9300.0,nM,O=C(O)c1ccc([N+](=O)[O-])c2c1NC(c1ccc(Cl)cc1)C1CC=CC21,5.031517051446064
CHEMBL3971523,CDK2,9350.0,nM,C[C@@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)C[C@H](C)N1,5.029188389127482
CHEMBL86066,CDK1,9400.0,nM,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21,5.026872146400301
CHEMBL5596321,CDK2,9400.0,nM,COC1CCN(C(=O)c2ccc(Nc3cc4[nH]c(C(=O)N(C)C)cc4cn3)c(Cl)c2)CC1,5.026872146400301
CHEMBL2011942,CDK2,9410.0,nM,NC(=O)c1cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1NCCCNC(=O)C1CCC1,5.026410376572743
CHEMBL4074015,CDK1,9600.0,nM,C#Cc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc2[nH]cnc12,5.017728766960431
CHEMBL3919835,CDK2,9620.0,nM,C[C@@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C[C@H](C)N1C,5.016824927962187
CHEMBL5597605,CDK2,9631.0,nM,COc1cc(F)ccc1-c1cc(Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)ncc1F,5.016328617139804
CHEMBL1823656,CDK2,9800.0,nM,O=C(N[C@H](c1ccc(Cl)c(Cl)c1)C1CNC1)c1ccc2cnccc2c1,5.008773924307505
CHEMBL223360,CDK1,9800.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,5.008773924307505
CHEMBL5556898,CDK2,9896.0,nM,CC(=O)Nc1ccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)c(-n2ccnc2)c1,5.004540313378936
CHEMBL3977652,CDK2,9960.0,nM,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,5.001740661576301
CHEMBL480384,CDK2,10000.0,nM,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(C6=CC7=CC=CNC7C=C6)ccc45)nc23)CC1,5.0
CHEMBL2111869,CDK1,10000.0,nM,CC(C)n1cnc2c(NC(CO)c3ccccc3)nc(N3CCC[C@@H]3CO)nc21,5.0
CHEMBL3085246,CDK1,10000.0,nM,CC(C)(C)n1cnc2c(NCc3ccccc3)nc(N3CCC[C@@H]3CO)nc21,5.0
CHEMBL5419968,CDK2,10000.0,nM,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(C(=O)O)c1,5.0
CHEMBL471790,CDK2,10000.0,nM,COc1cc(N)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,5.0
CHEMBL6149853,CDK2,10000.0,nM,CC[C@H](C(=O)N1CCCC[C@@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCCCCCCl)c1)c1cc(OC)c(OC)c(OC)c1,5.0
CHEMBL3702043,CDK4,10000.0,nM,c1cc2c3cnc(Nc4nsc(NC5CCNC5)n4)nc3n(C3CCCC3)c2cn1,5.0
CHEMBL413188,CDK1,10000.0,nM,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1cncc21,5.0
CHEMBL1934327,CDK1,10000.0,nM,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,5.0
CHEMBL2348171,CDK2,10000.0,nM,C#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1,5.0
CHEMBL245725,CDK2,10000.0,nM,CCNC(=O)N1CCC(Nc2nccc(-c3c[nH]c4ccccc34)n2)CC1,5.0
CHEMBL520911,CDK2,10000.0,nM,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc7[nH]ccc7c6)ccc45)nc23)CC1,5.0
CHEMBL516244,CDK2,10000.0,nM,COc1ccccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,5.0
CHEMBL130315,CDK1,10000.0,nM,CC(C)n1cnc2c(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc(I)nc21,5.0
CHEMBL217092,CDK2,10000.0,nM,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,5.0
CHEMBL3797559,CDK1,10000.0,nM,Nc1ncccc1-c1nc2ccccc2[nH]1,5.0
CHEMBL333382,CDK2,10000.0,nM,O=C(Nc1cc(C2CCCCC2)[nH]n1)c1ccc(Br)cc1,5.0
CHEMBL115446,CDK2,10000.0,nM,O=C(Nc1cc(C2CC2)[nH]n1)c1ccccc1Cl,5.0
CHEMBL84140,CDK1,10000.0,nM,CC(C)n1cnc2c(N)nc(NCCCO)nc21,5.0
CHEMBL602679,CDK2,10000.0,nM,COc1cccc2c1c(Cl)c1c3c(cc(O)c(O)c32)C(=O)N1,5.0
CHEMBL3702075,CDK6,10000.0,nM,c1cc(Nc2ncc3c4sncc4n(C4CCCC4)c3n2)ncc1N1CCNCC1,5.0
CHEMBL5285681,CDK4,10000.0,nM,CN(Cc1ccccc1)C(=O)CCc1c[nH]c2ccccc12,5.0
CHEMBL392613,CDK2,10000.0,nM,CCNC(=O)N1CCC(Nc2nccc(-n3ccc4ccccc43)n2)CC1,5.0
CHEMBL3085249,CDK1,10000.0,nM,CC(C)n1cnc2c(N(Cc3ccccc3)Cc3ccccc3)nc(N3CCC[C@@H]3CO)nc21,5.0
CHEMBL399042,CDK1,10000.0,nM,COC(=O)c1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,5.0
CHEMBL472148,CDK2,10000.0,nM,CC(=O)c1ccc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)cc1,5.0
CHEMBL471791,CDK2,10000.0,nM,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc(C(=O)O)cc6)ccc45)nc23)CC1,5.0
CHEMBL1276127,CDK1,10000.0,nM,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,5.0
CHEMBL5439075,CDK2,10000.0,nM,Cc1cnc2nc1-c1cccc(c1)COC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,5.0
CHEMBL210229,CDK1,10000.0,nM,CC(C)n1cnc2ccc3nc(C(=N)NCCN(C)C)sc3c2c1=O,5.0
