molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50
CHEMBL5949924,CDK6,4.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)nn4)ncc3F)cc21,8.397940008672037
CHEMBL468963,CDK2,4.0,nM,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,8.397940008672037
CHEMBL3903492,CDK9,4.0,nM,Cc1n[nH]c2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,8.397940008672037
CHEMBL3357950,CDK2,4.0,nM,C[C@@H](NC(=O)N1CCc2cnc(Nc3cnn(C)c3)nc2C1)c1ccc(Cl)c(Cl)c1,8.397940008672037
CHEMBL5192311,CDK9,4.0,nM,COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(C3CCN(CCO)CC3)cc12,8.397940008672037
CHEMBL3644033,CDK2,4.0,nM,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,8.397940008672037
CHEMBL5801637,CDK6,4.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N)CC5)cn4)ncc3F)cc21,8.397940008672037
CHEMBL2163997,CDK2,4.0,nM,N#Cc1cnn2c(Nc3ccc(F)c(Cl)c3)cc(N[C@H]3CC[C@H](N)CC3)nc12,8.397940008672037
CHEMBL4208875,CDK6,4.0,nM,CCN1CCC(Oc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1,8.397940008672037
CHEMBL178179,CDK2,4.0,nM,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C4CCCC4)cnn23)cc1,8.397940008672037
CHEMBL5979175,CDK9,4.0,nM,CC1(C)Cc2c(-c3cc(NC(=O)[C@H]4CCC[C@@H](NC(=O)[C@H]5CCOC5)C4)ncc3Cl)cnn2C1,8.397940008672037
CHEMBL5986506,CDK9,4.0,nM,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3C(O)C(C)(C)C4)c(Cl)cn2)C1,8.397940008672037
CHEMBL73243,CDK2,4.0,nM,COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,8.397940008672037
CHEMBL3691547,CDK4,4.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCCCC1,8.397940008672037
CHEMBL3919796,CDK9,4.0,nM,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=O)=NC#N)c2)ncc1F,8.397940008672037
CHEMBL3897217,CDK9,4.0,nM,COc1cc(F)ccc1-c1nc(Nc2cc(F)c(F)c(CS(C)(=N)=O)c2)ncc1F,8.397940008672037
CHEMBL3702062,CDK4,4.1,nM,Cc1nc(Nc2ncc3c4ccnc(Cl)c4n(C4CCCC4)c3n2)ccc1N1CCNCC1,8.387216143280265
CHEMBL514197,CDK2,4.1,nM,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1O,8.387216143280265
CHEMBL3642020,CDK4,4.1,nM,c1cc2c3cnc(Nc4ccc(N5CCC(NC6CC6)CC5)cn4)nc3n(C3CCCC3)c2cn1,8.387216143280265
CHEMBL3642026,CDK4,4.1,nM,CN(CC(=O)O)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.387216143280265
CHEMBL3698699,CDK4,4.1,nM,CN(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)C1CCCNC1,8.387216143280265
CHEMBL3698702,CDK4,4.1,nM,c1cc2c3cnc(Nc4ccc(NCC5CCCNC5)cn4)nc3n(C3CCCC3)c2cn1,8.387216143280265
CHEMBL6021833,CDK4,4.11,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1,8.386158178123932
CHEMBL4212532,CDK6,4.14,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C,8.3829996588791
CHEMBL5832698,CDK6,4.16,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,8.380906669373257
CHEMBL5941698,CDK6,4.17,nM,C=C(CN1CCN(C)CC1)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCCC6)c5c4)n3)ccc2C1,8.379863945026242
CHEMBL4206061,CDK6,4.17,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)C,8.379863945026242
CHEMBL3698748,CDK4,4.2,nM,N#CC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.3767507096021
CHEMBL3698641,CDK6,4.2,nM,Cc1cc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)cnc1N1CCNCC1,8.3767507096021
CHEMBL3698743,CDK4,4.2,nM,CC1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC(C)N1,8.3767507096021
CHEMBL3641994,CDK4,4.2,nM,OCCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.3767507096021
CHEMBL3642023,CDK4,4.2,nM,c1cc2c3cnc(Nc4ccc(N5CCC(NC6CCC6)CC5)cn4)nc3n(C3CCCC3)c2cn1,8.3767507096021
CHEMBL424696,CDK4,4.2,nM,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,8.3767507096021
CHEMBL3702102,CDK4,4.2,nM,OC[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCN1,8.3767507096021
CHEMBL6009610,CDK4,4.21,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@@H]5C)ncc3F)cc2n1C(C)(C)C,8.375717904164333
CHEMBL4458266,CDK4,4.26,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C,8.370590400897282
CHEMBL5883845,CDK4,4.27,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC1,8.369572124974976
CHEMBL5765752,CDK4,4.27,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CCC1,8.369572124974976
CHEMBL3698672,CDK4,4.3,nM,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCC1,8.366531544420413
CHEMBL1964244,CDK2,4.3,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.366531544420413
CHEMBL3237444,CDK6,4.3,nM,Clc1nccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12,8.366531544420413
CHEMBL3702029,CDK4,4.3,nM,CCC1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCN1,8.366531544420413
CHEMBL5947385,CDK6,4.37,nM,C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.359518563029578
CHEMBL3702096,CDK4,4.4,nM,OCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.356547323513812
CHEMBL4753717,CDK9,4.4,nM,CN(C)CC/C=C/C(=O)Nc1ccc(C(=O)N2CCCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,8.356547323513812
CHEMBL3698671,CDK6,4.4,nM,c1cnc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cc3)nc1n2C1CCCC1,8.356547323513812
CHEMBL3684982,CDK4,4.4,nM,CC(=O)N1Cc2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2C(C)C1,8.356547323513812
CHEMBL3702142,CDK4,4.4,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCCCC3)c2cn1,8.356547323513812
CHEMBL4214898,CDK6,4.4,nM,CCN1CCN(Cc2ccc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)nc2)CC1,8.356547323513812
CHEMBL3702117,CDK4,4.4,nM,OC1CCN(Cc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.356547323513812
CHEMBL3698725,CDK4,4.4,nM,NCC1CCCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)C1,8.356547323513812
CHEMBL3237702,CDK6,4.4,nM,CC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,8.356547323513812
CHEMBL3237442,CDK6,4.4,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,8.356547323513812
CHEMBL3702151,CDK4,4.4,nM,c1cc2c3cnc(Nc4ccc(N5CCC6(CC5)COCCN6)nn4)nc3n(C3CCCC3)c2cn1,8.356547323513812
CHEMBL3698741,CDK4,4.4,nM,c1cc2c3cnc(Nc4ccc(N5CCCC5)nn4)nc3n(C3CCCC3)c2cn1,8.356547323513812
CHEMBL5762588,CDK4,4.41,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1,8.355561410532161
CHEMBL5800538,CDK4,4.49,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)O)C5)ncc3F)cc2n1C(C)C,8.347753658996677
CHEMBL5994315,CDK4,4.49,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)O)C5)ncc3F)cc2n1C(C)C,8.347753658996677
CHEMBL5977774,CDK4,4.5,nM,CC1CN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)nc2)CCN1,8.346787486224656
CHEMBL5865305,CDK6,4.5,nM,CC(=O)N1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)nc2)CC1,8.346787486224656
CHEMBL3680380,CDK4,4.5,nM,CC(=O)N1CCc2nc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)ccc2C1,8.346787486224656
CHEMBL5951978,CDK4,4.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CN(C(=O)CN(C)C)CC5)ncc3F)cc21,8.346787486224656
CHEMBL410883,CDK2,4.5,nM,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.346787486224656
CHEMBL1964250,CDK2,4.5,nM,COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.346787486224656
CHEMBL3702104,CDK4,4.5,nM,OC[C@@H]1CN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CCN1,8.346787486224656
CHEMBL3642016,CDK4,4.5,nM,C[C@@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.346787486224656
CHEMBL5798442,CDK6,4.5,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCCNCC5)cn4)ncc3F)cc21,8.346787486224656
CHEMBL5856237,CDK6,4.51,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,8.34582345812204
CHEMBL5943083,CDK6,4.53,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC(C)CC1,8.343901797987169
CHEMBL5942702,CDK6,4.58,nM,C#CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.339134521996131
CHEMBL4461442,CDK6,4.59,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)P(C)(C)=O)C5)ncc3F)cc2n1C(C)C,8.338187314462738
CHEMBL3642009,CDK4,4.6,nM,OCCCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.337242168318426
CHEMBL3702103,CDK4,4.6,nM,OC[C@@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCN1,8.337242168318426
CHEMBL314397,CDK2,4.6,nM,NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3cccc(I)c23)cc1,8.337242168318426
CHEMBL3702193,CDK4,4.6,nM,C[C@@H](O)CNc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.337242168318426
CHEMBL1964247,CDK2,4.6,nM,CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,8.337242168318426
CHEMBL3698665,CDK4,4.6,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCC3)c2cn1,8.337242168318426
CHEMBL3702052,CDK6,4.6,nM,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.337242168318426
CHEMBL3702179,CDK4,4.6,nM,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC1,8.337242168318426
CHEMBL3702142,CDK6,4.6,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCCCC3)c2cn1,8.337242168318426
CHEMBL3680382,CDK4,4.6,nM,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(CCCO)C5)nc32)CC1,8.337242168318426
CHEMBL272667,CDK2,4.6,nM,Cc1c([N+](=O)[O-])ccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,8.337242168318426
CHEMBL3702135,CDK4,4.6,nM,c1ccc(-n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)cc32)cc1,8.337242168318426
CHEMBL6044246,CDK4,4.68,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)N(C)C)C5)ncc3F)cc2n1C1CC1,8.329754146925875
CHEMBL3237446,CDK4,4.7,nM,O=c1[nH]ccc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c12,8.327902142064282
CHEMBL3642021,CDK4,4.7,nM,CCCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.327902142064282
CHEMBL3684991,CDK4,4.7,nM,C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4cc5c(cn4)CNCC5)nc32)CC1,8.327902142064282
CHEMBL1964246,CDK2,4.7,nM,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCO)cc1,8.327902142064282
CHEMBL5981421,CDK6,4.72,nM,CCN1CCC(COc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,8.326058001365912
CHEMBL6020742,CDK6,4.78,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)C,8.320572103387882
CHEMBL5874515,CDK6,4.78,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,8.320572103387882
CHEMBL5794081,CDK6,4.78,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCC(N)NO)C5)ncc3F)cc2n1C(C)C,8.320572103387882
CHEMBL3702067,CDK6,4.8,nM,CC(C)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,8.318758762624412
CHEMBL3642002,CDK6,4.8,nM,OC[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.318758762624412
CHEMBL3642014,CDK4,4.8,nM,OCCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.318758762624412
CHEMBL3702092,CDK6,4.8,nM,O[C@H]1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)C1,8.318758762624412
CHEMBL3641999,CDK4,4.8,nM,CNCCN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.318758762624412
CHEMBL5976175,CDK4,4.83,nM,CCOP(=O)(OCC)N(C)CC[N+]1([O-])CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.316052869248487
CHEMBL4525034,CDK4,4.83,nM,CCOP(=O)(OCC)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,8.316052869248487
CHEMBL5899535,CDK6,4.84,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C,8.315154638355587
CHEMBL5956369,CDK4,4.84,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCCC1,8.315154638355587
CHEMBL5791509,CDK6,4.84,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CC4CC(O)C4)C5)ncc3F)cc2n1C1CC1,8.315154638355587
CHEMBL5894084,CDK6,4.88,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN)C5)ncc3F)cc2n1C(C)C,8.311580177997289
CHEMBL5884004,CDK6,4.88,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,8.311580177997289
CHEMBL5811164,CDK6,4.88,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCC(C(=O)CN)C5)ncc3F)cc2n1C(C)C,8.311580177997289
CHEMBL3702050,CDK6,4.9,nM,COCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.309803919971486
CHEMBL3698675,CDK4,4.9,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cc4)nc3n(C3CC4CCC3C4)c2cn1,8.309803919971486
CHEMBL3702096,CDK6,4.9,nM,OCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.309803919971486
CHEMBL5568620,CDK1,4.9,nM,CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ncnc5c4)n3)ccc2nn1C,8.309803919971486
CHEMBL3698724,CDK4,4.9,nM,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.309803919971486
CHEMBL3702192,CDK4,4.9,nM,OCCNc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nn1,8.309803919971486
CHEMBL3698729,CDK4,4.9,nM,c1cc2c3cnc(Nc4ccc(NCC5CCCCN5)nn4)nc3n(C3CCCC3)c2cn1,8.309803919971486
CHEMBL5186159,CDK2,4.9,nM,NS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)C(=O)C32CC2)cc1,8.309803919971486
CHEMBL3642035,CDK4,4.9,nM,CN(C)CCNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.309803919971486
CHEMBL4079206,CDK1,4.9,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,8.309803919971486
CHEMBL5964401,CDK9,4.97,nM,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,8.303643611266669
CHEMBL5932825,CDK6,4.98,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1,8.302770657240282
CHEMBL3691545,CDK4,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4C[C@H]5CNC[C@@H](C4)C5O)cn3)nc2n1C1CCCCCC1,8.301029995663981
CHEMBL3923419,CDK9,5.0,nM,CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=O)=NC#N)c2)ncc1F,8.301029995663981
CHEMBL3894860,CDK6,5.0,nM,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,8.301029995663981
CHEMBL260417,CDK2,5.0,nM,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,8.301029995663981
CHEMBL3691553,CDK4,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4C[C@@H]5CN[C@@H](C5)C4)cn3)nc2n1C1CCCC1,8.301029995663981
CHEMBL5789444,CDK6,5.0,nM,CC(C)CN1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,8.301029995663981
CHEMBL3962241,CDK9,5.0,nM,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,8.301029995663981
CHEMBL5997157,CDK6,5.0,nM,CN1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(N(C)C)CC5)c(F)c4)ncc3F)cc21,8.301029995663981
CHEMBL260163,CDK2,5.0,nM,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,8.301029995663981
CHEMBL500804,CDK2,5.0,nM,O=C(NC1=NNC2=CC=CC21)C1CC1,8.301029995663981
CHEMBL5871732,CDK6,5.0,nM,CCCN1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)c(F)c4)ncc3F)cc21,8.301029995663981
CHEMBL3642029,CDK4,5.0,nM,OC1CN(C2CCN(c3ccc(Nc4ncc5c6ccncc6n(C6CCCC6)c5n4)nc3)CC2)C1,8.301029995663981
CHEMBL3648082,CDK1,5.0,nM,COc1cc(Nc2ncc(Br)c(O[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,8.301029995663981
CHEMBL3648076,CDK1,5.0,nM,C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CC3CC3)cc2)ncc1Br)C(C)(C)O,8.301029995663981
CHEMBL6043217,CDK6,5.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccn(C5CCNCC5)c(=O)c4)ncc3F)cc21,8.301029995663981
CHEMBL3691663,CDK4,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5)cn3)nc2n1-c1ccc(C(C)(C)C#N)cc1,8.301029995663981
CHEMBL5571022,CDK9,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2n1C1CCCC1,8.301029995663981
CHEMBL481562,CDK2,5.0,nM,O=C(NC1CC1)c1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12,8.301029995663981
CHEMBL6007997,CDK4,5.0,nM,Cc1nc(Nc2ncc(F)c(-c3cc(F)c4c(c3)N(C(C)C)CCO4)n2)ccc1C1CCN(C)CC1,8.301029995663981
CHEMBL318999,CDK1,5.0,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,8.301029995663981
CHEMBL3648116,CDK1,5.0,nM,C[C@H](Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,8.301029995663981
CHEMBL5897019,CDK6,5.0,nM,CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)nc2)CC1,8.301029995663981
CHEMBL3702160,CDK4,5.0,nM,CN(C)[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC[C@@H]1O,8.301029995663981
CHEMBL1241849,CDK2,5.0,nM,CN(C)CCNS(=O)(=O)c1ccc(Nc2cccc(-c3cnc4ccccn34)c2)cc1,8.301029995663981
CHEMBL5908639,CDK9,5.0,nM,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CCC(C)C4)c(Cl)cn2)C1,8.301029995663981
CHEMBL3691627,CDK4,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CNCC5CC4=O)cn3)nc2n1C1CCCC1,8.301029995663981
CHEMBL3691625,CDK4,5.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C[C@H]5CNC[C@H]5CC4=O)cn3)nc2n1C1CCCCCC1,8.301029995663981
CHEMBL3702210,CDK4,5.0,nM,CNC1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CC1,8.301029995663981
CHEMBL5961536,CDK6,5.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)c(F)c4)ncc3F)cc21,8.301029995663981
CHEMBL452601,CDK2,5.0,nM,C[C@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,8.301029995663981
CHEMBL3702154,CDK6,5.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nn2)CC1,8.301029995663981
CHEMBL3648095,CDK1,5.0,nM,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,8.301029995663981
CHEMBL3648117,CDK1,5.0,nM,C[C@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,8.301029995663981
CHEMBL3702082,CDK4,5.0,nM,C[C@H]1CNCCN1c1ccc(Nc2ncc3c4ccnc(F)c4n(C4CCCC4)c3n2)nc1,8.301029995663981
CHEMBL189937,CDK4,5.0,nM,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,8.301029995663981
CHEMBL3673501,CDK9,5.0,nM,c1ccc(CNc2cncc(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)cc1,8.301029995663981
CHEMBL3673503,CDK9,5.0,nM,Fc1cc(F)cc(CNc2cncc(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)c1,8.301029995663981
CHEMBL337300,CDK1,5.0,nM,O=Nc1c(-c2c(O)[nH]c3ccc(I)cc23)[nH]c2ccccc12,8.301029995663981
CHEMBL3702083,CDK4,5.0,nM,C[C@@H]1CN(c2ccc(Nc3ncc4c5ccnc(F)c5n(C5CCCC5)c4n3)nc2)CCN1,8.301029995663981
